year,provinces_code,provinces_th,provinces_en,region_en,region_th,Standing_area_rai,Fruitful_area_rai,Productivity_tons,Productivity_per_rai_kg
2564,690,กระบี่,Krabi,Southern,ภาคใต้,5,2,0.96,480
2565,690,กระบี่,Krabi,Southern,ภาคใต้,6,5,0.6,120
2566,690,กระบี่,Krabi,Southern,ภาคใต้,6,5,0.31,62
2551,700,ตรัง,Trang,Southern,ภาคใต้,44,44,74,1682
2552,700,ตรัง,Trang,Southern,ภาคใต้,44,44,65,1477
2553,700,ตรัง,Trang,Southern,ภาคใต้,44,44,61,1386
2554,700,ตรัง,Trang,Southern,ภาคใต้,44,44,61,1386
2555,700,ตรัง,Trang,Southern,ภาคใต้,44,44,59,1341
2556,700,ตรัง,Trang,Southern,ภาคใต้,44,44,52,1182
2557,700,ตรัง,Trang,Southern,ภาคใต้,44,44,42,955
2558,700,ตรัง,Trang,Southern,ภาคใต้,47,44,30,682
2559,700,ตรัง,Trang,Southern,ภาคใต้,48,44,48,1091
2560,700,ตรัง,Trang,Southern,ภาคใต้,45,41,43,1049
2561,700,ตรัง,Trang,Southern,ภาคใต้,45,42,34,810
2562,700,ตรัง,Trang,Southern,ภาคใต้,46,42,22,524
2563,700,ตรัง,Trang,Southern,ภาคใต้,48,42,18,429
2564,700,ตรัง,Trang,Southern,ภาคใต้,48,46,25.59,556
2565,700,ตรัง,Trang,Southern,ภาคใต้,48,48,23,489
2566,700,ตรัง,Trang,Southern,ภาคใต้,23,23,15,652
2551,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,10,10,5.46,546
2552,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,10,10,5.76,576
2553,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,10,10,6.14,614
2554,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,10,10,6.9,690
2555,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,11,10,7.37,737
2556,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,11,10,9,900
2557,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,11,11,9,818
2558,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,12,11,11,1000
2559,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,14,11,10,909
2560,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,14,12,15,1250
2561,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,12,12,17,1417
2562,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,13,12,15,1250
2563,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,15,12,20,1667
2564,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,15,13,8.04,618
2565,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,31,15,7.13,475
2566,710,นครศรีธรรมราช,Nakhon Si Thammarat,Southern,ภาคใต้,26,14,7.4,529
2551,720,พัทลุง,Phatthalung,Southern,ภาคใต้,30,30,18,600
2552,720,พัทลุง,Phatthalung,Southern,ภาคใต้,30,30,15,500
2553,720,พัทลุง,Phatthalung,Southern,ภาคใต้,30,30,12,400
2554,720,พัทลุง,Phatthalung,Southern,ภาคใต้,31,30,14,467
2555,720,พัทลุง,Phatthalung,Southern,ภาคใต้,31,30,13,433
2556,720,พัทลุง,Phatthalung,Southern,ภาคใต้,31,31,19,613
2557,720,พัทลุง,Phatthalung,Southern,ภาคใต้,26,26,21,808
2558,720,พัทลุง,Phatthalung,Southern,ภาคใต้,26,26,4.74,182
2559,720,พัทลุง,Phatthalung,Southern,ภาคใต้,26,26,5,192
2560,720,พัทลุง,Phatthalung,Southern,ภาคใต้,50,26,21,808
2561,720,พัทลุง,Phatthalung,Southern,ภาคใต้,21,6,4,667
2562,720,พัทลุง,Phatthalung,Southern,ภาคใต้,45,15,6.47,431
2563,720,พัทลุง,Phatthalung,Southern,ภาคใต้,54,15,7.44,496
2564,720,พัทลุง,Phatthalung,Southern,ภาคใต้,45,22,10,455
2565,720,พัทลุง,Phatthalung,Southern,ภาคใต้,45,29,7.19,248
2566,720,พัทลุง,Phatthalung,Southern,ภาคใต้,43,25,4.86,194
2551,730,สงขลา,Songkhla,Southern,ภาคใต้,87,87,59,678
2552,730,สงขลา,Songkhla,Southern,ภาคใต้,87,87,56,644
2553,730,สงขลา,Songkhla,Southern,ภาคใต้,87,87,45,517
2554,730,สงขลา,Songkhla,Southern,ภาคใต้,90,87,61,701
2555,730,สงขลา,Songkhla,Southern,ภาคใต้,91,87,51,586
2556,730,สงขลา,Songkhla,Southern,ภาคใต้,98,90,74,822
2557,730,สงขลา,Songkhla,Southern,ภาคใต้,99,91,81,890
2558,730,สงขลา,Songkhla,Southern,ภาคใต้,102,98,26.13,267
2559,730,สงขลา,Songkhla,Southern,ภาคใต้,109,99,36,364
2560,730,สงขลา,Songkhla,Southern,ภาคใต้,186,102,87,853
2561,730,สงขลา,Songkhla,Southern,ภาคใต้,201,108,82,759
2562,730,สงขลา,Songkhla,Southern,ภาคใต้,183,167,41.43,248
2563,730,สงขลา,Songkhla,Southern,ภาคใต้,184,182,101.91,560
2564,730,สงขลา,Songkhla,Southern,ภาคใต้,184,183,115.76,633
2565,730,สงขลา,Songkhla,Southern,ภาคใต้,176,168,149,888
2566,730,สงขลา,Songkhla,Southern,ภาคใต้,176,168,156,929
2551,740,สตูล,Satun,Southern,ภาคใต้,3,3,1.84,613
2552,740,สตูล,Satun,Southern,ภาคใต้,3,3,3.37,1123
2553,740,สตูล,Satun,Southern,ภาคใต้,3,3,2.34,780
2554,740,สตูล,Satun,Southern,ภาคใต้,4,3,2.03,677
2555,740,สตูล,Satun,Southern,ภาคใต้,10,3,2.33,777
2556,740,สตูล,Satun,Southern,ภาคใต้,10,4,4,1000
2557,740,สตูล,Satun,Southern,ภาคใต้,10,10,8,800
2558,740,สตูล,Satun,Southern,ภาคใต้,10,10,7,700
2559,740,สตูล,Satun,Southern,ภาคใต้,10,10,6,600
2560,740,สตูล,Satun,Southern,ภาคใต้,10,10,6.31,631
2561,740,สตูล,Satun,Southern,ภาคใต้,25,10,5.1,510
2562,740,สตูล,Satun,Southern,ภาคใต้,25,10,2.9,290
2563,740,สตูล,Satun,Southern,ภาคใต้,20,20,7.14,357
2564,740,สตูล,Satun,Southern,ภาคใต้,18,11,4.25,386
2565,740,สตูล,Satun,Southern,ภาคใต้,16,9,1.41,157
2566,740,สตูล,Satun,Southern,ภาคใต้,11,6,1.1,183
2551,750,ปัตตานี,Pattani,Southern,ภาคใต้,1,1,0.61,610
2552,750,ปัตตานี,Pattani,Southern,ภาคใต้,1,1,0.97,970
2553,750,ปัตตานี,Pattani,Southern,ภาคใต้,1,1,1.02,1020
2554,750,ปัตตานี,Pattani,Southern,ภาคใต้,2,1,0.78,780
2555,750,ปัตตานี,Pattani,Southern,ภาคใต้,2,1,0.99,990
2556,750,ปัตตานี,Pattani,Southern,ภาคใต้,3,2,2,1000
2557,750,ปัตตานี,Pattani,Southern,ภาคใต้,3,2,2,1000
2558,750,ปัตตานี,Pattani,Southern,ภาคใต้,4,3,2,667
2559,750,ปัตตานี,Pattani,Southern,ภาคใต้,4,3,1,333
2560,750,ปัตตานี,Pattani,Southern,ภาคใต้,9,4,1,250
2561,750,ปัตตานี,Pattani,Southern,ภาคใต้,9,4,1,250
2562,750,ปัตตานี,Pattani,Southern,ภาคใต้,4,4,0.526,132
2563,750,ปัตตานี,Pattani,Southern,ภาคใต้,4,4,0.94,235
2564,750,ปัตตานี,Pattani,Southern,ภาคใต้,2,1,0.9,900
2565,750,ปัตตานี,Pattani,Southern,ภาคใต้,1,1,0,0
2566,750,ปัตตานี,Pattani,Southern,ภาคใต้,1,1,0,0
2551,760,ยะลา,Yala,Southern,ภาคใต้,1,1,0.45,450
2552,760,ยะลา,Yala,Southern,ภาคใต้,1,1,0.46,460
2553,760,ยะลา,Yala,Southern,ภาคใต้,1,1,0.54,540
2554,760,ยะลา,Yala,Southern,ภาคใต้,5,1,0.76,760
2555,760,ยะลา,Yala,Southern,ภาคใต้,5,1,0.87,870
2556,760,ยะลา,Yala,Southern,ภาคใต้,5,5,3,600
2557,760,ยะลา,Yala,Southern,ภาคใต้,5,5,4,800
2558,760,ยะลา,Yala,Southern,ภาคใต้,5,5,3,600
2559,760,ยะลา,Yala,Southern,ภาคใต้,5,5,3,600
2560,760,ยะลา,Yala,Southern,ภาคใต้,5,5,3,600
2561,760,ยะลา,Yala,Southern,ภาคใต้,5,5,4,800
2562,760,ยะลา,Yala,Southern,ภาคใต้,14,4,1.812,453
2563,760,ยะลา,Yala,Southern,ภาคใต้,14,4,1.848,462
2564,760,ยะลา,Yala,Southern,ภาคใต้,14,14,7,500
2565,760,ยะลา,Yala,Southern,ภาคใต้,14,14,5.98,427
2566,760,ยะลา,Yala,Southern,ภาคใต้,14,14,3.84,274
2562,770,นราธิวาส,Narathiwat,Southern,ภาคใต้,12,0,0,0
2563,770,นราธิวาส,Narathiwat,Southern,ภาคใต้,13,0,0,0
2564,770,นราธิวาส,Narathiwat,Southern,ภาคใต้,5,3,0.99,330
2565,770,นราธิวาส,Narathiwat,Southern,ภาคใต้,7,3,1.5,500
2566,770,นราธิวาส,Narathiwat,Southern,ภาคใต้,8,3,1.25,417
