year,provinces_code,provinces_th,provinces_en,region_en,region_th,Standing_area_rai,Fruitful_area_rai,Productivity_tons,Productivity_per_rai_kg
2552,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,734,433,174,402
2553,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,720,440,268,609
2554,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,639,379,242,639
2555,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,15891,11420,8591,752
2556,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,1115,379,253,668
2557,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,1564,753,596,792
2558,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,1584,855,622,727
2559,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,1544,1041,821,789
2560,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,1717,1061,593,559
2561,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,3571,1284,848,660
2562,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,3753,1713,1416,827
2563,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,3742,3371,2510,745
2564,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,3691,3652,4464,1222
2565,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,3512,3512,2824,804
2566,500,ฉะเชิงเทรา,Chachoengsao,Eastern,ภาคตะวันออก,3067,3067,2174,709
2537,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,124,34,0,0
2538,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,204,34,0,0
2539,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,219,124,0,0
2540,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,373,204,0,0
2541,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,679,219,0,0
2542,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,834,373,334,895
2543,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1028,679,598,881
2544,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1034,834,751,900
2545,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1059,1028,697,678
2546,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1149,1034,639,618
2547,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1241,1059,674,636
2548,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1274,1149,630,548
2549,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,1336,1241,710,572
2550,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,3856,2359,1333,565
2551,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,9768,9095,4878,536
2552,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,9920,8707,4919,565
2553,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,12123,8367,4485,536
2554,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,13423,8892,6367,716
2555,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,228583,188473,278279,1476
2556,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,26385,12686,9567,754
2557,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,33947,14219,15009,1056
2558,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,42941,14745,16148,1095
2559,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,51552,22398,22431,1001
2560,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,55559,31372,37318,1190
2561,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,79087,49768,61291,1232
2562,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,82918,55382,75672,1366
2563,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,82256,77120,76592,993
2564,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,82593,80237,97613,1217
2565,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,80999,80221,83616,1042
2566,510,สระแก้ว,Sa Kaeo,Eastern,ภาคตะวันออก,78224,78134,67640,866
2535,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,4914,1697,407,240
2536,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,5989,3520,1478,420
2537,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,8531,4914,1975,402
2538,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,8531,5989,1797,300
2539,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,8531,8531,4905,575
2540,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,9170,8531,6533,766
2541,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,11074,8531,420,49
2542,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,12695,9170,3696,403
2543,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,17698,11074,11030,996
2544,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,23015,12695,6728,530
2545,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,26706,16333,13050,799
2546,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,29304,21650,16995,785
2547,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,33483,26706,21178,793
2548,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,34476,29304,19780,675
2549,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,36441,33483,23036,688
2550,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,39525,34476,21448,622
2551,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,157836,133034,147882,1112
2552,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,171449,145927,199235,1365
2553,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,188829,157596,202115,1282
2554,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,210781,171209,240280,1403
2555,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,1931,1346,1564,1162
2556,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,248080,210425,286137,1360
2557,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,263420,228333,305629,1339
2558,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,277128,246956,329234,1333
2559,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,287851,262339,304512,1161
2560,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,293307,276367,344325,1246
2561,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,296366,287301,279659,973
2562,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,297054,292518,279776,956
2563,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,296640,294413,244161,829
2564,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,295940,294935,460947,1563
2565,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,285699,285489,386819,1355
2566,520,จันทบุรี,Chanthaburi,Eastern,ภาคตะวันออก,267588,266637,342309,1284
2551,530,ตราด,Trat,Eastern,ภาคตะวันออก,598,598,522,873
2552,530,ตราด,Trat,Eastern,ภาคตะวันออก,726,598,560,936
2553,530,ตราด,Trat,Eastern,ภาคตะวันออก,1346,598,447,747
2554,530,ตราด,Trat,Eastern,ภาคตะวันออก,1758,726,815,1123
2555,530,ตราด,Trat,Eastern,ภาคตะวันออก,1331,1144,829,725
2556,530,ตราด,Trat,Eastern,ภาคตะวันออก,2306,1758,1944,1106
2557,530,ตราด,Trat,Eastern,ภาคตะวันออก,2433,1880,2108,1121
2558,530,ตราด,Trat,Eastern,ภาคตะวันออก,2621,2181,2637,1209
2559,530,ตราด,Trat,Eastern,ภาคตะวันออก,3657,2329,2404,1032
2560,530,ตราด,Trat,Eastern,ภาคตะวันออก,3773,2566,3202,1248
2561,530,ตราด,Trat,Eastern,ภาคตะวันออก,3805,3521,4650,1321
2562,530,ตราด,Trat,Eastern,ภาคตะวันออก,3637,3450,4836,1402
2563,530,ตราด,Trat,Eastern,ภาคตะวันออก,3077,3010,3376,1122
2564,530,ตราด,Trat,Eastern,ภาคตะวันออก,2421,2403,2603,1083
2565,530,ตราด,Trat,Eastern,ภาคตะวันออก,1676,1675,1112,664
2566,530,ตราด,Trat,Eastern,ภาคตะวันออก,1179,1178,572,486
2551,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1093,1077,646,600
2552,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1093,1077,666,618
2553,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1160,1077,754,700
2554,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1203,1077,725,673
2555,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,417,345,110,319
2556,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1399,1187,832,701
2557,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1522,1315,951,723
2558,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1685,1383,995,719
2559,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1933,1506,1356,900
2560,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,2011,1669,1585,950
2561,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,2766,1927,1696,880
2562,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,2946,1988,1951,981
2563,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,2947,2749,1550,564
2564,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,2883,2882,2138,742
2565,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,2218,2218,1327,598
2566,540,ระยอง,Rayong,Eastern,ภาคตะวันออก,1711,1711,1441,842
2551,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,377,357,62,174
2552,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,377,357,83,232
2553,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,377,357,105,294
2554,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,377,357,56,157
2555,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,1436,717,996,1389
2556,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,447,353,210,595
2557,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,453,399,318,797
2558,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,460,429,387,902
2559,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,410,378,245,648
2560,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,533,384,331,862
2561,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,653,407,403,990
2562,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,699,533,405.35,761
2563,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,1527,653,464.6,711
2564,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,1531,1213,1161.88,958
2565,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,1522,1518,1154.06,760
2566,550,ชลบุรี,Chon Buri,Eastern,ภาคตะวันออก,1506,1506,1212,805
2538,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,993,993,0,0
2539,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,1212,993,0,0
2540,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,1449,993,0,0
2541,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,2017,1212,0,0
2542,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,1283,624,389,623
2543,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,1129,1001,626,625
2544,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,1009,972,212,218
2545,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,952,952,288,303
2546,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,628,628,254,404
2547,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,453,453,156,344
2548,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,453,453,152,336
2549,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,453,453,161,355
2550,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,415,415,148,357
2551,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,299,264,398,1508
2552,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,604,252,395,1567
2553,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,752,252,380,1508
2554,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,1074,569,551,968
2555,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,527,259,206,795
2556,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,2052,1039,1474,1419
2557,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,2452,1304,2103,1613
2558,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,3378,1911,1526,799
2559,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4067,2399,3456,1441
2560,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4178,3334,4343,1303
2561,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4324,3993,5875,1471
2562,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4314,4017,6026,1500
2563,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4414,4195,6667,1589
2564,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4693,4291,6514,1518
2565,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4647,4457,6219,1395
2566,570,สมุทรสาคร,Samut Sakhon,Central,ภาคกลาง,4637,4621,6168,1335
2540,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,79,79,0,0
2541,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,120,79,0,0
2542,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,490,79,62,785
2543,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,505,120,87,725
2544,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,635,490,403,822
2545,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,635,505,216,428
2546,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,711,635,258,406
2547,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,569,493,218,443
2548,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,493,493,199,404
2549,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,493,493,206,418
2550,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,466,466,196,421
2551,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,399,385,430,1117
2552,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,387,373,426,1142
2553,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,373,330,278,842
2554,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,396,267,225,843
2555,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,495,212,214,1009
2556,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,863,345,348,1009
2557,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,1237,523,635,1214
2558,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,1725,859,885,1030
2559,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,2355,1228,1431,1165
2560,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,2537,1707,1959,1148
2561,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,3058,2339,2719,1162
2562,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,3247,2229,2862,1284
2563,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,3297,2721,3546,1303
2564,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,3313,2770,3506,1266
2565,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,3251,3183,4029,1266
2566,580,นครปฐม,Nakhon Pathom,Central,ภาคกลาง,3230,3181,3884,1221
2551,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,193,149,145,973
2552,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,217,146,104,712
2553,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,219,183,168,918
2554,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,271,210,117,557
2555,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,3622,2923,2784,952
2556,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,569,264,223,845
2557,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,595,491,503,1024
2558,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,662,562,525,934
2559,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,798,545,139,255
2560,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,810,559,471,843
2561,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,912,709,645,910
2562,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,1239,754,718,952
2563,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,1301,889,648,729
2564,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,1301,1160,995,858
2565,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,1356,1229,1056,859
2566,590,กาญจนบุรี,Kanchanaburi,Western,ภาคตะวันตก,1324,1189,1002,843
2551,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,3124,3124,2066,661
2552,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,3124,3124,2243,718
2553,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,3204,3012,2385,792
2554,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,3265,2818,2535,900
2555,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,141,73,51,699
2556,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,3964,3171,3059,965
2557,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4147,3597,2979,828
2558,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4601,3932,3311,842
2559,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4783,4133,2334,565
2560,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,5201,4593,4471,973
2561,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,5308,4718,4216,894
2562,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,5673,5082,4565,898
2563,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4817,4483,4026,898
2564,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4795,4624,4853,1050
2565,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4726,4578,4074,890
2566,600,ราชบุรี,Ratchaburi,Western,ภาคตะวันตก,4620,4425,3775,853
2551,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,74,67,35,522
2552,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,76,67,47,701
2553,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,93,74,37,500
2554,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,142,71,45,634
2555,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,132,113,102,903
2556,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,178,127,92,724
2557,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,309,141,107,759
2558,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,330,178,61,343
2559,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,375,309,79,256
2560,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,426,313,161,514
2561,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,547,301,155,515
2562,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,607,319,247,774
2563,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,615,497,285,573
2564,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,683,607,382,629
2565,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,686,611,394,645
2566,620,เพชรบุรี,Phetchaburi,Western,ภาคตะวันตก,687,589,377,640
2551,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,105,105,87,829
2552,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,113,105,102,971
2553,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,113,105,98,933
2554,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,113,113,84,743
2555,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,24,24,13,542
2556,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,132,113,97,858
2557,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,137,132,127,962
2558,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,137,132,70,530
2559,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,144,132,104,788
2560,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,157,134,131,978
2561,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,191,136,0,0
2562,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,216,157,85,541
2563,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,194,169,65,385
2564,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,204,189,61.6,326
2565,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,205,189,53.6,284
2566,630,ประจวบคีรีขันธ์,Prachuap Khiri Khan,Western,ภาคตะวันตก,204,189,19,101
2551,640,ชุมพร,Chumphon,Southern,ภาคใต้,46,46,26,565
2552,640,ชุมพร,Chumphon,Southern,ภาคใต้,45,45,24,533
2553,640,ชุมพร,Chumphon,Southern,ภาคใต้,37,37,19,514
2554,640,ชุมพร,Chumphon,Southern,ภาคใต้,34,34,17,500
2555,640,ชุมพร,Chumphon,Southern,ภาคใต้,9,9,3.81,423
2556,640,ชุมพร,Chumphon,Southern,ภาคใต้,24,24,15.41,642
2557,640,ชุมพร,Chumphon,Southern,ภาคใต้,31,24,24,1000
2558,640,ชุมพร,Chumphon,Southern,ภาคใต้,31,24,9.3,388
2559,640,ชุมพร,Chumphon,Southern,ภาคใต้,31,31,13.3,429
2560,640,ชุมพร,Chumphon,Southern,ภาคใต้,25,25,20,800
2561,640,ชุมพร,Chumphon,Southern,ภาคใต้,21,21,18,857
2562,640,ชุมพร,Chumphon,Southern,ภาคใต้,20,20,20,1000
2563,640,ชุมพร,Chumphon,Southern,ภาคใต้,21,20,15.05,753
2564,640,ชุมพร,Chumphon,Southern,ภาคใต้,21,20,11.5,575
2565,640,ชุมพร,Chumphon,Southern,ภาคใต้,14,10,0.4,40
2566,640,ชุมพร,Chumphon,Southern,ภาคใต้,5,4,0,0
2563,650,ระนอง,Ranong,Southern,ภาคใต้,1,0,0,0
2564,650,ระนอง,Ranong,Southern,ภาคใต้,1,0,0,0
2565,650,ระนอง,Ranong,Southern,ภาคใต้,1,1,0.15,150
2566,650,ระนอง,Ranong,Southern,ภาคใต้,1,1,0.12,120
2551,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,9,9,4.51,501
2552,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,9,9,3.89,432
2553,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,9,9,4.01,446
2554,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,9,9,3.68,409
2555,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,5,0,0,0
2556,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,41,9,5,556
2557,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,41,9,6,667
2558,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,43,41,9,220
2559,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,50,41,14,341
2560,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,64,43,30,698
2561,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,64,50,30,600
2562,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,69,64,36,563
2563,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,69,64,36.12,564
2564,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,63,48,20.84,434
2565,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,63,48,2.83,59
2566,660,สุราษฎร์ธานี,Surat Thani,Southern,ภาคใต้,54,49,4.18,85
2559,670,พังงา,Phangnga,Southern,ภาคใต้,1,0,0,0
2560,670,พังงา,Phangnga,Southern,ภาคใต้,1,0,0,0
2561,670,พังงา,Phangnga,Southern,ภาคใต้,1,1,1,1000
2562,670,พังงา,Phangnga,Southern,ภาคใต้,1,1,1,1000
2563,670,พังงา,Phangnga,Southern,ภาคใต้,1,1,2,1600
2564,670,พังงา,Phangnga,Southern,ภาคใต้,1,1,0,0
2565,670,พังงา,Phangnga,Southern,ภาคใต้,1,1,0,0
2566,670,พังงา,Phangnga,Southern,ภาคใต้,1,1,0,0
2556,680,ภูเก็ต,Phuket,Southern,ภาคใต้,5,0,0,0
2557,680,ภูเก็ต,Phuket,Southern,ภาคใต้,5,5,2,400
2558,680,ภูเก็ต,Phuket,Southern,ภาคใต้,5,5,1,200
2559,680,ภูเก็ต,Phuket,Southern,ภาคใต้,6,5,2,400
2560,680,ภูเก็ต,Phuket,Southern,ภาคใต้,6,5,2,400
2561,680,ภูเก็ต,Phuket,Southern,ภาคใต้,6,6,3,573
2562,680,ภูเก็ต,Phuket,Southern,ภาคใต้,6,6,5,833
2563,680,ภูเก็ต,Phuket,Southern,ภาคใต้,6,6,1,101
2564,680,ภูเก็ต,Phuket,Southern,ภาคใต้,5,5,2,400
2565,680,ภูเก็ต,Phuket,Southern,ภาคใต้,5,5,0,0
2566,680,ภูเก็ต,Phuket,Southern,ภาคใต้,8,5,1.88,376
2557,690,กระบี่,Krabi,Southern,ภาคใต้,2,0,0,0
2558,690,กระบี่,Krabi,Southern,ภาคใต้,2,0,0,0
2559,690,กระบี่,Krabi,Southern,ภาคใต้,2,2,0.23,115
2560,690,กระบี่,Krabi,Southern,ภาคใต้,2,2,2,1000
2561,690,กระบี่,Krabi,Southern,ภาคใต้,2,2,2,945
2562,690,กระบี่,Krabi,Southern,ภาคใต้,5,2,4,1981
2563,690,กระบี่,Krabi,Southern,ภาคใต้,5,2,3,1425
